date;employee_title;employee_status;review_title;pros;cons
2021-03-13;Upstream Analyst;Former Employee, more than 1 year;Politics and constant reorgs...;"* Pay

* Possibility of pension

* Possibility of cancer treatment for you and family

* Some people your work with

*Supports diversity

*Preaches safety

Only recommend this place if your looking for a higher salary (overall benefits actually suck)
";"Something along the lines of 'Nimble as a mid-major, capable as a Super Major'.... was a slogan that was paraded around the office, this couldn't be further from truth. I laughed every time I heard it or saw it written down.

* Your constantly working in fear b/c of reorganizations/layoffs. I was with Shell for two years and survived three reorganizations... let that sink in, three reorganizations within two years... 

* US leadership is inept; Shell is EXTREMELY top heavy and they don't care about the individual contributor. To survive and move up in the organization its all about politics. New roles are created for leadership when their position is eliminated/reorg'ed.

* Little to no diversity in leadership

* Terrible work-life balance, working through lunch and after hours was a norm, very lean teams

* Shell does a poor job leveraging technology and relies heavily on its people, burn out was constant; spreadsheets without analytics or dashboards. Things could easily be automated but leadership has no interest in it b/c of the work/testing/downtime involved, business as usual attitude. 

* Majority of IT is outsourced to consultants in India where turnover is rampant... Good luck getting an IT project/initiative off the ground without delays or having something somewhere else break.

* New initiatives are constantly being rolled out only to be ignored or replaced a few months later.

* They are slowly ""migrating""/outsourcing jobs out of the US. Majority of IT and Accounting is already outsourced to Asia. Rumors were HR is on the chopping block next

* Extremely inefficient process flows, leadership has little to no interest in addressing it

* Benefits are actually lousy: 3% 401k match; a windowed RDS share purchase plan; hardly any local, regional, or national offers; health insurance is EXPENSIVE; etc.

* Its great that you preach safety, but your record speaks otherwise
3 people found this review helpful
Helpful
Share
Repor"
2021-03-04;Cashier;Former Employee, less than 1 year;Great;"Good company to work for
";"I have no cons to report
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-05;Product Manager;Current Employee, more than 1 year;Great Company Culture;"Culture is great. Loved it
";"Salary can be a more
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Sales Associate/Cashier;Former Employee, less than 1 year;No higher ups;"Didn’t have to deal with hire ups, very independent job
";"Not much assistance if you need it
Advice to Management
Create more shifts with two staff
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Production Engineer;Former Employee;Production Engineer;"Great Benefits and great experience.
";"Large Company in a cyclical industry.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Production Scheduler;Former Employee;Pay;"Fair pay for years of service
";"Poor work life balance at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Gas Station Attendant;Current Employee, less than 1 year;Review shell;"Getting to meet new people
";"The new manager isn't good.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-03;Reservoir Engineer;Current Employee, more than 10 years;Good company;"Lots of International posting opportunity
";"Energy transition has now created some uncertainty for the Oil and Gas business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Operation Support Engineer;Current Employee, less than 1 year;Hard work;"Learn a lot and really good pay and benefits
";"Very tedious work and long hours.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Clerk;Former Employee, more than 1 year;Upper management does not care;"Hours
Free food
Easy to learn on the job
";"Upper management does not fill empty positions quickly 
They get annoying if your on your phone
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Vehicle Service Attendant;Former Employee, more than 1 year;Easy part time job;"Easy job to learn. Have quality interactions with regular customers. Some tips.
";"Sometimes dealing with angry customers who think employees can easily control gas prices.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Process Engineer;Current Employee, more than 5 years;Good company, but not very flexible;"Good salary and benefits
Company culture is excellent
Intelligent and driven employees
";"Formal training and development is lacking
Business needs always seem to come before personal interests in your career
Advice to Management
Allow people to guide their own careers and advance based on merit. Managers shouldn't routinely block qualified employees from applying for internal promotions
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Senior Well Engineer;Current Employee, more than 10 years;Great place to work- challenging work with caring people;"People care for each other well. Family friendly company. Leadership care about employee development.
";"Perception of working for an energy company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-14;Rotating Equipment Engineer;Current Employee, more than 5 years;Ok;"Interesting work. Generally nice people.
";"No room for advancement. Plenty of pointless work, and unwillingness to change. Micromanagement.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;IT Advisor;Current Employee, more than 5 years;Decent place to work;"Shell has a solid benefits package and pays well for the region I'm in. Working as an IT advisor in the manufacturing space provides lots of exposure to IT and business processes which has served as an excellent learning opportunity. Hours are usually stable with some extra work expected around major maintenance events and during large projects.
";"Collaboration with overseas colleagues can be challenging especially with so many support roles outsourced to India. 5AM is their evening so finding overlapping working hours is nearly impossible.
Bonuses are tied to the oil price and profitability of the company. While I understand that, some of my highest performing years have been years when bonuses have been cut to 0%.
While technical knowledge is valued, my role as an advisor doesn't allow me to focus much on individual technologies. I feel a mile wide and an inch deep on many technical topics because of this.
Shell constantly talks about upskilling and spending work time on training. However I have found that they rarely actually make time for anything but basic training.
Advice to Management
Make more time for training
Defend the roles you support against scope creep
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-12;Senior Project Manager;Current Employee, more than 10 years;A oil major;"People, work life balance, Benefits and Pay
";"Company direction in current environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-26;Corporate Sales & Client Services/Marketing;Former Employee;Great Convenience;"Meeting new people everyday and taking time to help them is a plus.
";"Pay was not so great after working 70 hours week with no over time pay.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-11;Engineer;Current Employee;Continuning to try to find identity;"Care for people, work/life balance, good pay, trying to get on board with transition away from fossil fuels
";"At least 3 reorganizations over last 6 years and continued job outlook uncertainty
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-23;Anonymous;Former Employee, more than 5 years;Good company, amazing benefits;"Truly best benefit package I’ve seen. Coworkers were friendly, work was accomplished on schedule. Job safety for four years at a time (hopefully!). Respectable pay for play- you do well, they will reward you well.
";"Employee base grows and shrinks with the market. Entire departments will be sent offshore leaving thousands without jobs suddenly.
Advice to Management
Make decisions and move forward. Do t try to please everyone every time.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-07;Systems Engineer;Current Employee, more than 10 years;The company is looking up;"Great vision for the future, global presence and reach
";"Bureaucratic, America/Europe/Asia tension, slow to move, decisions are not always data driven
Advice to Management
Start making data driven decisions on company strategy that are transparent
Be the first to find this review helpful
Helpful
Share
Repor"
